customerID,churn_probability,risk_segment,MonthlyCharges,TotalCharges,Churn
4548-SDBKE,0.52210635,High Risk,85.2,474.8,Yes
8066-POXGX,0.4502356,Medium Risk,35.1,446.1,Yes
7129-CAKJW,0.46840107,Medium Risk,80.05,1345.65,No
8695-ARGXZ,0.47978473,Medium Risk,75.55,2425.4,No
3570-YUEKJ,0.31955168,Medium Risk,49.55,2077.95,No
4143-OOBWZ,0.44040346,Medium Risk,81.3,416.3,Yes
1555-HAPSU,0.04052659,Low Risk,23.9,1663.5,No
1697-NVVGY,0.2813246,Low Risk,66.4,1286.05,No
7854-EKTJL,0.3548295,Medium Risk,19.6,35.85,Yes
8464-EETCQ,0.053509336,Low Risk,18.8,1094.35,No
2419-FSORS,0.042053685,Low Risk,108.4,7719.5,No
8132-YPVBX,0.38211462,Medium Risk,85.95,514.6,No
9102-IAYHT,0.51010895,High Risk,85.45,1451.6,Yes
6754-LZUKA,0.08184752,Low Risk,80.9,4932.5,No
3422-LYEPQ,0.5869429,High Risk,71.0,71.0,Yes
8099-MZPUJ,0.044960115,Low Risk,111.8,5443.65,No
0787-LHDYT,0.33782732,Medium Risk,20.6,330.25,No
2642-DTVCO,0.50893253,High Risk,85.05,746.5,Yes
0374-IOEGQ,0.43914005,Medium Risk,44.6,122.7,No
4361-JEIVL,0.48642138,Medium Risk,44.4,44.4,Yes
3197-NNYNB,0.105035774,Low Risk,105.1,6631.85,No
3396-DKDEL,0.08285367,Low Risk,115.15,8250.0,No
1752-OZXFY,0.16532828,Low Risk,59.8,3561.15,No
9066-QRSDU,0.25017795,Low Risk,26.3,1763.55,No
9112-WSNPU,0.497548,Medium Risk,70.55,2419.0,No
9867-NNXLC,0.25083676,Low Risk,20.05,470.2,No
5321-NTRKC,0.0796577,Low Risk,79.85,5234.95,No
1363-TXLSL,0.5869429,High Risk,70.3,70.3,Yes
9507-EXLTT,0.5780707,High Risk,79.35,79.35,Yes
3161-GETRM,0.28807625,Low Risk,90.05,3097.0,No
0402-OAMEN,0.04715497,Low Risk,24.45,1709.1,No
6933-VLYFX,0.44980732,Medium Risk,59.95,1848.8,No
6754-WKSHP,0.3124253,Medium Risk,25.35,723.3,No
9846-GKXAS,0.5136242,High Risk,90.8,809.75,Yes
6017-PPLPX,0.39701268,Medium Risk,70.45,1470.95,Yes
4976-LNFVV,0.44274083,Medium Risk,34.3,577.15,No
5055-MGMGF,0.31009433,Medium Risk,105.05,6914.95,No
4641-FROLU,0.02977012,Low Risk,19.3,602.9,No
2862-JVEOY,0.36635566,Medium Risk,19.15,124.4,No
2969-QWUBZ,0.47409445,Medium Risk,51.4,96.8,No
9822-BIIGN,0.32679424,Medium Risk,71.85,3827.9,No
2077-MPJQO,0.49757093,Medium Risk,75.4,533.05,No
1534-OULXE,0.16868204,Low Risk,49.7,2961.4,No
7136-RVDTZ,0.49132967,Medium Risk,45.25,3264.45,Yes
2971-SGAFL,0.28344223,Low Risk,78.75,995.35,No
1480-IVEVR,0.2553621,Low Risk,81.6,2815.25,No
2905-KFQUV,0.47472322,Medium Risk,70.4,154.8,No
4581-SSPWD,0.47620162,Medium Risk,75.8,246.3,Yes
3370-HXOPH,0.5034935,High Risk,76.1,257.6,No
9391-YZEJW,0.35530093,Medium Risk,94.0,5757.2,No
9958-MEKUC,0.05177606,Low Risk,103.95,7517.7,No
0281-CNTZX,0.037118845,Low Risk,19.95,1234.8,No
6927-WTFIV,0.48062998,Medium Risk,71.3,1389.2,Yes
4118-CEVPF,0.2614833,Low Risk,110.8,3836.3,No
3398-ZOUAA,0.46636936,Medium Risk,69.1,1474.75,Yes
9114-VEPUF,0.21554323,Low Risk,96.1,6001.45,No
7876-BEUTG,0.35281762,Medium Risk,48.8,720.1,No
2338-BQEZT,0.14555462,Low Risk,50.55,2832.75,No
9873-MNDKV,0.36345398,Medium Risk,44.65,472.25,No
0378-NHQXU,0.49821752,Medium Risk,88.25,1460.65,Yes
8241-JUIQO,0.41255656,Medium Risk,19.45,1336.35,No
2194-IIQOF,0.038892977,Low Risk,89.3,6388.65,No
4512-ZUIYL,0.50629264,High Risk,70.0,153.05,Yes
9631-RXVJM,0.036241908,Low Risk,19.25,677.9,No
9584-EXCDZ,0.4814074,Medium Risk,70.5,1165.6,No
7969-AULMZ,0.50589275,High Risk,97.35,2119.5,Yes
5093-FEGLU,0.036313545,Low Risk,19.65,921.55,No
2621-UDNLU,0.33535948,Medium Risk,20.85,72.0,No
7526-IVLYU,0.29918873,Low Risk,19.65,68.35,No
2428-HYUNX,0.03174966,Low Risk,19.35,847.25,No
9214-EKVXR,0.3977076,Medium Risk,44.0,44.0,No
3410-MHHUM,0.5716808,High Risk,94.4,4295.35,No
0568-ONFPC,0.4011899,Medium Risk,25.9,135.0,Yes
0733-VUNUW,0.25819948,Low Risk,55.65,1400.55,Yes
4550-EVXNY,0.5495367,High Risk,69.65,69.65,Yes
2122-YWVYA,0.23236376,Low Risk,75.4,1380.4,No
2968-SSGAA,0.51508015,High Risk,100.6,1060.2,Yes
2296-DKZFP,0.044053365,Low Risk,71.0,4386.2,No
4844-JJWUY,0.5069563,High Risk,86.0,86.0,Yes
6777-TGHTM,0.27190682,Low Risk,106.95,5785.5,Yes
8909-BOLNL,0.3450138,Medium Risk,21.2,52.05,No
6603-YRDCJ,0.021436632,Low Risk,61.05,2018.4,No
3538-WZPHD,0.4194959,Medium Risk,29.6,79.45,Yes
3229-USWAR,0.3083795,Medium Risk,79.95,2727.3,No
2138-VFAPZ,0.02610303,Low Risk,19.7,263.65,No
6131-JLWZM,0.30240315,Medium Risk,20.3,275.4,No
4785-QRJHC,0.24541202,Low Risk,59.9,2816.65,Yes
0269-XFESX,0.2154473,Low Risk,24.35,538.5,No
1709-EJDOX,0.02844622,Low Risk,19.75,948.9,No
4316-XCSLJ,0.23053156,Low Risk,50.3,846.8,No
8610-WFCJF,0.5331398,High Risk,95.6,4783.5,Yes
9693-XMUOB,0.4417748,Medium Risk,50.25,2997.45,No
0383-CLDDA,0.04699846,Low Risk,85.35,5897.4,No
4905-JEFDW,0.53340244,High Risk,41.6,470.6,Yes
2709-UQGNP,0.26461437,Low Risk,51.65,524.5,No
3549-ZTMNH,0.04412257,Low Risk,24.0,269.65,No
7881-INRLC,0.44086736,Medium Risk,100.85,4740.0,Yes
8033-ATFAS,0.27073672,Low Risk,59.85,2341.5,No
1635-NZATJ,0.05138913,Low Risk,25.45,1789.65,No
0562-HKHML,0.05755011,Low Risk,23.9,1626.4,No
8277-RVRSV,0.29838374,Low Risk,24.15,800.3,No
9943-VSZUV,0.37616143,Medium Risk,75.7,5060.85,No
0117-LFRMW,0.25850934,Low Risk,40.2,1448.8,Yes
6172-FECYY,0.6132124,High Risk,84.5,4254.85,Yes
7054-ENNGU,0.35057837,Medium Risk,50.85,466.6,No
1455-HFBXA,0.054273732,Low Risk,91.6,4627.8,No
9402-CXWPL,0.28656694,Low Risk,98.9,6838.6,No
1628-BIZYP,0.5512333,High Risk,85.0,85.0,No
1965-AKTSX,0.41799697,Medium Risk,78.95,1101.85,Yes
0082-LDZUE,0.43845978,Medium Risk,44.3,44.3,No
4786-UKSNZ,0.4145267,Medium Risk,20.2,20.2,Yes
5343-SGUBI,0.34408042,Medium Risk,80.2,4297.6,No
0856-NAOES,0.348341,Medium Risk,60.9,414.1,No
1976-AZZPJ,0.28153732,Low Risk,34.2,256.6,No
7248-VZQLC,0.31340584,Medium Risk,85.2,3969.35,Yes
6156-UZDLF,0.16741128,Low Risk,87.15,2274.1,No
3099-OONVS,0.24189681,Low Risk,54.3,1296.8,No
9500-WBGRP,0.03074418,Low Risk,19.1,1268.85,No
5183-KLYEM,0.03150138,Low Risk,112.75,8192.6,No
5144-PQCDZ,0.32299668,Medium Risk,19.95,59.25,No
8514-VZHEB,0.041843854,Low Risk,19.5,1147.85,No
6625-IUTTT,0.059492182,Low Risk,65.55,4361.55,No
9355-NPPFS,0.46395895,Medium Risk,78.8,2006.1,No
0068-FIGTF,0.23877642,Low Risk,78.2,2078.95,No
5965-GGPRW,0.07752978,Low Risk,105.25,7609.75,No
8035-PWSEV,0.31600666,Medium Risk,89.25,487.05,No
2236-HILPA,0.054342233,Low Risk,20.65,1218.45,No
1840-BIUOG,0.45315,Medium Risk,68.7,1416.2,No
1356-MKYSK,0.3409979,Medium Risk,78.65,483.3,No
6080-LNESI,0.047813337,Low Risk,24.75,1234.6,No
1830-IPXVJ,0.12584817,Low Risk,19.75,1311.6,No
5828-DWPIL,0.22501172,Low Risk,89.1,5618.3,No
8398-TBIYD,0.03343988,Low Risk,84.7,6185.15,No
0011-IGKFF,0.47798446,Medium Risk,98.0,1237.85,Yes
4192-GORJT,0.493854,Medium Risk,94.45,498.1,Yes
6496-SLWHQ,0.49950635,Medium Risk,105.0,294.45,Yes
9912-GVSEQ,0.43463925,Medium Risk,93.85,2381.55,Yes
2931-FSOHN,0.39179507,Medium Risk,59.9,788.35,No
9418-RUKPH,0.025049815,Low Risk,19.95,756.4,No
5383-MMTWC,0.49238613,Medium Risk,84.0,613.4,Yes
9971-ZWPBF,0.4504802,Medium Risk,108.9,3625.2,No
4712-AUQZO,0.3021612,Medium Risk,33.6,550.35,No
9711-FJTBX,0.19330895,Low Risk,85.85,4793.8,No
2908-ZTPNF,0.19109789,Low Risk,34.85,1267.2,No
7240-ETPTR,0.45036876,Medium Risk,48.75,442.2,Yes
2202-CUYXZ,0.5757843,High Risk,84.85,84.85,Yes
5995-OIGLP,0.24317929,Low Risk,56.65,654.85,Yes
8421-WZOOW,0.45047632,Medium Risk,95.3,5567.45,No
6261-RCVNS,0.17153065,Low Risk,73.9,3160.55,Yes
7951-QKZPL,0.025525432,Low Risk,24.5,740.3,Yes
1414-YADCW,0.046607234,Low Risk,84.6,5706.2,No
8756-RDDLT,0.2805654,Low Risk,44.95,3085.35,No
2862-PFNIK,0.50618106,High Risk,24.7,24.7,No
5816-QVHRX,0.418537,Medium Risk,100.3,3541.4,No
4430-YHXGG,0.37135226,Medium Risk,25.45,84.2,No
6888-SBYAI,0.3305777,Medium Risk,50.7,50.7,No
7395-XWZOY,0.27229172,Low Risk,55.0,1165.55,No
7169-YWAMK,0.047317196,Low Risk,68.4,4855.35,No
3640-PHQXK,0.41590297,Medium Risk,89.9,2806.9,Yes
6877-LGWXO,0.51830953,High Risk,78.55,1422.65,Yes
6859-RKMZJ,0.44741198,Medium Risk,55.05,608.15,No
2729-VNVAP,0.040416706,Low Risk,19.8,641.35,No
2957-JIRMN,0.3743527,Medium Risk,84.45,4959.15,No
2049-BAFNW,0.29957983,Low Risk,35.9,35.9,No
3842-QTGDL,0.22804525,Low Risk,80.75,1321.3,No
7163-OCEQI,0.25106505,Low Risk,78.65,1663.75,No
9782-LGXMC,0.24751599,Low Risk,61.75,3024.15,No
5975-BAICR,0.24361037,Low Risk,63.7,2188.5,No
8019-ENHXU,0.38771805,Medium Risk,99.45,4138.05,Yes
5167-GBFRE,0.47789633,Medium Risk,25.2,102.5,Yes
9033-EOXWV,0.35368848,Medium Risk,74.05,872.65,Yes
4673-KKSLS,0.21783106,Low Risk,87.6,2724.25,No
4853-OITSN,0.2893411,Low Risk,89.15,413.25,No
9800-OUIGR,0.08305755,Low Risk,20.0,1374.2,No
1324-NLTJE,0.37207976,Medium Risk,55.0,757.1,Yes
2324-EFHVG,0.08995358,Low Risk,104.4,6692.65,No
7094-MSZAO,0.3618019,Medium Risk,20.05,218.5,No
1522-VVDMG,0.37816563,Medium Risk,89.75,608.8,Yes
6907-CQGPN,0.34077266,Medium Risk,34.3,1004.75,No
0780-XNZFN,0.070543885,Low Risk,20.65,1125.6,No
0239-OXEXL,0.14516355,Low Risk,84.25,3847.6,No
2675-IJRGJ,0.058879048,Low Risk,19.65,978.0,No
7049-GKVZY,0.19537932,Low Risk,79.85,1387.35,No
8577-QSOCG,0.028181808,Low Risk,20.2,746.05,No
3721-CNZHX,0.24023339,Low Risk,19.8,304.6,No
0212-ISBBF,0.42803466,Medium Risk,50.35,1098.85,No
9185-TQCVP,0.526633,High Risk,85.15,1139.2,Yes
3585-YNADK,0.3072101,Medium Risk,74.6,4368.95,No
5271-DBYSJ,0.49771038,Medium Risk,79.15,827.7,No
1099-GODLO,0.057644054,Low Risk,20.35,20.35,No
6828-HMKWP,0.049268685,Low Risk,21.05,262.05,No
5567-WSELE,0.55053097,High Risk,94.6,279.55,Yes
1472-TNCWL,0.5288453,High Risk,94.7,3512.5,No
8063-RJYNF,0.31621042,Medium Risk,94.25,1483.25,Yes
0687-ZVTHB,0.2582857,Low Risk,72.45,4653.85,Yes
2080-GKCWQ,0.47178856,Medium Risk,74.95,151.75,No
9661-ACXBS,0.31511286,Medium Risk,105.2,4400.75,Yes
2193-SFWQW,0.04811825,Low Risk,111.95,8033.1,No
5656-JAMLX,0.044201784,Low Risk,19.85,1253.65,No
3462-BJQQA,0.46466452,Medium Risk,89.75,552.65,No
0442-TDYUO,0.07093202,Low Risk,20.05,1036.0,No
6733-LRIZX,0.050050963,Low Risk,108.95,4025.5,No
9503-XJUME,0.24096484,Low Risk,19.65,928.4,No
4367-NHWMM,0.43211982,Medium Risk,24.9,24.9,No
3727-RJMEO,0.53859186,High Risk,82.85,460.25,Yes
3779-OSWCF,0.03586886,Low Risk,93.2,6506.15,No
6736-DHUQI,0.17632484,Low Risk,84.8,5598.3,No
3915-ODIYG,0.14867261,Low Risk,71.75,4374.55,No
1360-RCYRT,0.2795132,Low Risk,30.35,678.75,No
2724-FJDYW,0.4422067,Medium Risk,54.85,2191.7,No
4451-RWASJ,0.1980956,Low Risk,19.5,239.75,No
6646-VRFOL,0.5220419,High Risk,103.85,5485.5,Yes
3460-TJBWI,0.042275526,Low Risk,24.2,609.05,No
5917-HBSDW,0.37337586,Medium Risk,19.35,683.75,No
5685-IIXLY,0.42254242,Medium Risk,83.6,404.2,Yes
5671-UUNXD,0.52793276,High Risk,100.65,5189.75,No
0956-ACVZC,0.2879353,Low Risk,94.1,5060.9,No
2325-NBPZG,0.3034747,Medium Risk,74.55,233.65,No
4250-ZBWLV,0.31754142,Medium Risk,108.45,7176.55,Yes
4482-FTFFX,0.33997926,Medium Risk,56.15,291.45,No
8859-DZTGQ,0.03441465,Low Risk,20.35,689.75,No
0440-MOGPM,0.44927073,Medium Risk,80.55,3263.9,No
0020-JDNXP,0.2833118,Low Risk,61.25,1993.2,No
3752-CQSJI,0.28866056,Low Risk,20.45,254.5,No
5025-GOOKI,0.2920044,Low Risk,18.9,347.65,No
4698-KVLLG,0.038004406,Low Risk,19.6,967.9,No
5095-AESKG,0.46669793,Medium Risk,91.5,242.95,Yes
2887-JPYLU,0.2819566,Low Risk,45.2,1841.9,No
4770-QAZXN,0.37599844,Medium Risk,19.45,232.1,No
4896-CPRPF,0.054025173,Low Risk,25.45,809.25,No
1871-MOWRM,0.29156724,Low Risk,80.85,866.45,Yes
9714-EDSUC,0.22777551,Low Risk,94.9,360.55,No
2027-OAQQC,0.3595958,Medium Risk,49.05,2076.2,Yes
0282-NVSJS,0.27200016,Low Risk,29.3,355.9,No
9090-SGQXL,0.5180008,High Risk,105.3,7299.65,Yes
6595-YGXIT,0.43468451,Medium Risk,88.95,2291.2,Yes
7353-YOWFP,0.35633883,Medium Risk,20.25,129.15,No
9835-ZIITK,0.40582672,Medium Risk,110.85,7491.75,Yes
8008-ESFLK,0.20109923,Low Risk,110.5,5835.5,No
7537-CBQUZ,0.24010481,Low Risk,109.4,7031.45,No
1555-DJEQW,0.03593936,Low Risk,114.2,7723.9,Yes
5649-TJHOV,0.3675328,Medium Risk,36.5,1032.0,Yes
0519-XUZJU,0.45022663,Medium Risk,70.75,70.75,Yes
3363-EWLGO,0.3926293,Medium Risk,19.95,109.6,No
4750-UKWJK,0.21130659,Low Risk,19.6,727.8,No
6338-AVWCY,0.43661854,Medium Risk,40.15,130.75,Yes
1689-YQBYY,0.4810321,Medium Risk,76.6,893.0,No
4487-ZYJZK,0.23654872,Low Risk,19.6,763.1,No
2959-FENLU,0.4047559,Medium Risk,85.3,781.4,No
0708-LGSMF,0.24302532,Low Risk,65.85,902.25,No
9253-QXKBE,0.5653979,High Risk,94.45,2653.65,Yes
7634-HLQJR,0.09748505,Low Risk,20.05,1016.7,No
0487-RPVUM,0.31688514,Medium Risk,99.4,5943.65,No
4079-ULGFR,0.33511913,Medium Risk,20.0,275.7,No
2516-XSJKX,0.030409973,Low Risk,78.45,3126.45,No
0057-QBUQH,0.034871183,Low Risk,25.1,1070.15,No
9445-SZLCH,0.37070864,Medium Risk,97.35,3457.9,Yes
6599-SFQVE,0.42007703,Medium Risk,55.0,340.4,No
8331-ZXFOE,0.28868252,Low Risk,71.1,4299.2,No
4003-FUSHP,0.31258237,Medium Risk,61.55,1093.2,No
0356-ERHVT,0.35948426,Medium Risk,45.9,521.9,No
7325-ENZFI,0.2251626,Low Risk,40.3,1630.4,No
4884-ZTHVF,0.45247486,Medium Risk,87.1,713.6,No
3920-HIHMQ,0.31280598,Medium Risk,49.5,1265.65,No
3055-OYMSE,0.41404834,Medium Risk,73.8,4003.85,No
0613-WUXUM,0.039170228,Low Risk,19.2,1401.4,No
7568-PODML,0.57355934,High Risk,45.3,45.3,Yes
4458-KVRBJ,0.04580918,Low Risk,25.0,1510.5,No
5349-IECLD,0.5070397,High Risk,94.95,178.1,Yes
1397-XKKWR,0.3600141,Medium Risk,35.3,264.8,No
3945-GFWQL,0.41466358,Medium Risk,44.55,480.6,Yes
8097-OMULG,0.2824142,Low Risk,76.75,4541.9,No
6013-BHCAW,0.061732028,Low Risk,81.0,4976.15,No
0401-WDBXM,0.070925675,Low Risk,105.55,7542.25,No
3387-PLKUI,0.3525613,Medium Risk,18.8,251.25,No
6096-EGVTU,0.22620246,Low Risk,24.9,1595.5,No
3797-VTIDR,0.50618106,High Risk,23.45,23.45,Yes
5081-NWSUP,0.24386066,Low Risk,64.9,685.55,No
2580-ATZSQ,0.15778843,Low Risk,61.35,3874.1,No
8085-MSNLK,0.03011218,Low Risk,113.95,6891.4,No
9691-HKOVS,0.17765644,Low Risk,90.15,4916.95,No
9881-VCZEP,0.33268988,Medium Risk,54.1,1373.0,No
9526-BIHHD,0.28818104,Low Risk,29.7,29.7,Yes
8757-TFHHJ,0.39072618,Medium Risk,49.8,49.8,No
4523-WXCEF,0.47925603,Medium Risk,101.1,6039.9,Yes
1468-DEFNC,0.043303065,Low Risk,24.4,1548.65,No
5119-KEPFY,0.4625824,Medium Risk,95.0,3440.25,No
8364-TRMMK,0.3526146,Medium Risk,50.65,151.3,Yes
0916-KNFAJ,0.041545596,Low Risk,69.9,4226.7,No
8319-QBEHW,0.29747444,Low Risk,39.95,1023.75,No
3063-QFSZL,0.47670412,Medium Risk,55.4,55.4,Yes
8775-LHDJH,0.55487657,High Risk,90.6,90.6,Yes
9625-QNLUX,0.03791674,Low Risk,103.25,7074.4,No
3097-NQYSN,0.5143382,High Risk,86.85,156.35,Yes
4024-CSNBY,0.030477647,Low Risk,94.25,6849.75,No
7110-BDTWG,0.03813895,Low Risk,47.05,3263.6,No
7493-GVFIO,0.13564658,Low Risk,20.55,1252.85,No
0690-SRQID,0.32299668,Medium Risk,19.65,67.55,No
9605-WGJVW,0.5495367,High Risk,70.2,70.2,No
9114-DPSIA,0.048089273,Low Risk,81.0,5750.0,No
4700-UBQMV,0.31488246,Medium Risk,75.9,1549.75,No
7711-GQBZC,0.06521204,Low Risk,24.7,1810.55,No
3565-UNOCC,0.34077048,Medium Risk,99.05,2952.85,Yes
4627-MIHJH,0.057250313,Low Risk,110.25,7467.55,No
9795-NREXC,0.040601294,Low Risk,85.0,5484.4,No
8573-CGOCC,0.3438512,Medium Risk,19.75,294.9,No
7356-AYNJP,0.43700764,Medium Risk,23.9,97.5,No
9249-FXSCK,0.26038453,Low Risk,111.25,5916.45,Yes
5493-SDRDQ,0.23180893,Low Risk,55.1,113.35,Yes
6286-SUUWT,0.4145267,Medium Risk,19.95,19.95,No
4819-HJPIW,0.3334069,Medium Risk,25.15,476.8,No
8654-DHAOW,0.33999798,Medium Risk,54.15,101.65,No
5438-QMDDL,0.29033977,Low Risk,59.8,1130.85,No
9812-GHVRI,0.598509,High Risk,83.85,3532.25,No
5553-AOINX,0.3052037,Medium Risk,104.9,6891.45,No
1228-ZLNBX,0.48645133,Medium Risk,75.3,1570.7,No
4226-KKDON,0.32736868,Medium Risk,66.65,520.95,No
3831-YCPUO,0.031482212,Low Risk,109.5,7854.9,No
7445-WMRBW,0.15920116,Low Risk,73.85,3581.4,No
3308-DGHKL,0.10289158,Low Risk,19.3,1447.9,No
9924-JPRMC,0.036462117,Low Risk,118.2,8547.15,No
0080-EMYVY,0.19260725,Low Risk,51.45,727.85,No
6218-KNUBD,0.4430223,Medium Risk,59.45,357.6,No
7337-CINUD,0.046035368,Low Risk,19.5,159.35,No
7609-NRNCA,0.2080612,Low Risk,19.55,280.85,No
0623-EJQEG,0.2527374,Low Risk,93.55,6069.25,No
7153-CHRBV,0.1490982,Low Risk,59.3,3274.35,No
0871-URUWO,0.57057714,High Risk,102.25,1359.0,Yes
9190-MFJLN,0.46780148,Medium Risk,95.9,1777.9,Yes
6198-PNNSZ,0.2521344,Low Risk,109.8,6109.65,No
3317-VLGQT,0.47828984,Medium Risk,78.1,1122.4,No
4132-POCZS,0.33687377,Medium Risk,39.9,2020.9,No
5614-DNZCE,0.029160347,Low Risk,64.9,3795.45,No
1095-JUDTC,0.43930224,Medium Risk,95.05,4504.55,Yes
3896-RCYYE,0.32933646,Medium Risk,53.4,3579.15,No
9638-JIQYA,0.47893763,Medium Risk,24.9,49.7,No
3258-SANFR,0.4300774,Medium Risk,44.7,276.5,No
3726-TBHQT,0.041799303,Low Risk,114.0,8175.9,No
3190-ITQXP,0.039443668,Low Risk,20.25,890.35,No
0870-VEMYL,0.29364437,Low Risk,53.85,259.8,Yes
4833-QTJNO,0.22724393,Low Risk,83.85,5588.8,No
3039-MJSLN,0.39228734,Medium Risk,20.2,50.6,No
0178-CIIKR,0.38980746,Medium Risk,19.95,58.0,No
5385-SUIRI,0.21325164,Low Risk,104.2,5568.35,Yes
3982-XWFZQ,0.41865698,Medium Risk,50.25,2203.65,Yes
5774-QPLTF,0.18418688,Low Risk,20.35,938.95,No
2322-VCZHZ,0.23320314,Low Risk,90.0,2024.1,No
5010-IPEAQ,0.04147734,Low Risk,54.2,3623.95,No
4009-ALQFH,0.43424743,Medium Risk,99.5,2369.05,Yes
6383-ZTSIW,0.19724827,Low Risk,99.1,3877.95,No
8990-YOZLV,0.020018414,Low Risk,66.9,4577.9,No
3069-SSVSN,0.41918552,Medium Risk,25.85,25.85,No
5222-IMUKT,0.54246837,High Risk,91.05,2871.5,No
3627-FCRDW,0.54497164,High Risk,71.0,672.55,Yes
7562-GSUHK,0.32857433,Medium Risk,93.2,1573.7,Yes
6685-XSHHU,0.045321118,Low Risk,20.95,1270.55,No
8901-UPRHR,0.034035135,Low Risk,109.2,7711.45,No
4903-UYAVB,0.36221692,Medium Risk,19.35,126.05,Yes
0118-JPNOY,0.27753088,Low Risk,85.8,2193.65,No
6776-TLWOI,0.36840963,Medium Risk,19.85,64.55,Yes
3845-FXCYS,0.32940504,Medium Risk,19.65,31.2,No
5857-XRECV,0.2618428,Low Risk,20.5,38.25,No
0725-CXOTM,0.3493711,Medium Risk,89.65,3348.1,No
4343-EJVQB,0.25966105,Low Risk,74.35,533.6,No
9000-PLFUZ,0.07961952,Low Risk,49.45,2907.55,No
3427-GGZZI,0.4519974,Medium Risk,89.1,1620.8,No
7779-ORAEL,0.062377825,Low Risk,75.15,3480.35,No
0644-OQMDK,0.53174275,High Risk,70.65,293.85,No
4077-CROMM,0.38154817,Medium Risk,104.2,3243.45,Yes
3154-CFSZG,0.27606437,Low Risk,90.05,4137.2,No
2868-MZAGQ,0.58883375,High Risk,79.25,79.25,Yes
4847-QNOKA,0.4292915,Medium Risk,44.9,44.9,Yes
2220-IAHLS,0.44228017,Medium Risk,19.4,19.4,No
1658-XUHBX,0.5299474,High Risk,88.75,5348.65,No
6379-RXJRQ,0.53174275,High Risk,70.1,659.65,Yes
2378-HTWFW,0.21074465,Low Risk,91.0,3180.5,No
8650-RHRKE,0.41772965,Medium Risk,29.65,118.5,Yes
4377-VDHYI,0.27791637,Low Risk,90.8,3023.85,No
0475-RIJEP,0.46068907,Medium Risk,77.85,3365.85,Yes
1260-TTRXI,0.4636017,Medium Risk,54.3,195.3,Yes
3719-TDVQB,0.024402643,Low Risk,18.95,1031.1,No
6328-ZPBGN,0.5762156,High Risk,95.15,997.65,Yes
0201-MIBOL,0.0650366,Low Risk,102.4,6471.85,No
4937-QPZPO,0.4274638,Medium Risk,99.9,6241.35,No
2925-VDZHY,0.06967138,Low Risk,88.7,6501.35,No
6981-TDRFT,0.40604714,Medium Risk,54.3,2317.1,No
3413-CSSTH,0.3002618,Medium Risk,55.7,2237.55,No
8033-VCZGH,0.30031088,Medium Risk,103.95,5231.3,No
4789-KWMXN,0.30552572,Medium Risk,110.85,5275.8,Yes
0224-NIJLP,0.03945451,Low Risk,20.15,165.5,No
7542-CYDDM,0.37174952,Medium Risk,20.05,358.5,No
4718-WXBGI,0.04311146,Low Risk,91.95,6614.9,No
2867-UIMSS,0.52413696,High Risk,80.5,80.5,Yes
8495-PRWFH,0.36087888,Medium Risk,55.65,2421.75,No
0439-IFYUN,0.40363002,Medium Risk,74.7,1294.6,No
5716-LIBJC,0.31710154,Medium Risk,104.15,1299.1,No
2868-LLSKM,0.14577433,Low Risk,83.65,5733.4,No
8111-RKSPX,0.5487111,High Risk,72.2,305.55,Yes
2988-QRAJY,0.049434107,Low Risk,110.05,7430.75,No
1585-MQSSU,0.3035395,Medium Risk,51.5,900.5,Yes
0071-NDAFP,0.05430494,Low Risk,25.5,630.6,No
2856-NNASM,0.42080212,Medium Risk,89.55,3856.75,Yes
7328-ZJAJO,0.14033575,Low Risk,19.5,1222.65,No
6458-CYIDZ,0.24483642,Low Risk,80.7,374.8,No
8559-CIZFV,0.16655503,Low Risk,77.5,1625.0,Yes
1090-PYKCI,0.22231251,Low Risk,105.1,7234.8,No
3058-WQDRE,0.41680092,Medium Risk,25.15,331.85,No
7547-EKNFS,0.37230504,Medium Risk,95.25,3959.35,Yes
2279-AXJJK,0.45700967,Medium Risk,95.65,5088.4,No
6769-DYBQN,0.27840126,Low Risk,85.0,3969.4,Yes
0909-SELIE,0.036379885,Low Risk,80.8,4860.85,No
3417-TSCIC,0.28655565,Low Risk,24.85,788.05,No
1042-HFUCW,0.16006842,Low Risk,54.75,1266.35,No
4439-JMPMT,0.37640107,Medium Risk,85.75,470.95,Yes
6537-OTKMY,0.6343619,High Risk,50.75,688.2,No
8999-EXMNO,0.033314098,Low Risk,20.15,387.7,No
6725-TPKJO,0.039366107,Low Risk,20.05,845.25,No
2446-BEGGB,0.4814886,Medium Risk,98.25,560.6,Yes
7162-WPHPM,0.04615339,Low Risk,71.6,4230.25,No
1599-MMYRQ,0.13356715,Low Risk,81.45,4983.05,No
8821-KVZKQ,0.20544869,Low Risk,58.4,4113.15,No
1496-GGSUK,0.43211982,Medium Risk,25.7,25.7,Yes
6434-TTGJP,0.047960356,Low Risk,53.7,521.0,No
0042-JVWOJ,0.22174537,Low Risk,19.6,471.85,No
0130-SXOUN,0.42062783,Medium Risk,89.4,5976.9,No
2575-GFSOE,0.51523286,High Risk,69.0,506.9,Yes
2330-PQGDQ,0.21003345,Low Risk,84.2,4299.75,No
1452-UZOSF,0.038306415,Low Risk,106.1,7548.6,No
2097-YVPKN,0.040107664,Low Risk,25.75,1654.75,No
2842-JTCCU,0.4290549,Medium Risk,46.05,80.35,Yes
